Row Labels,Genotype,Range,Row,Rep,Commercial,Average of RM,,,,,BL_DATE,Planting_DATE,Pollen_Date,Silking_Date,Days_Planting_to_BL,Days_Planting_to_Pollen,Days_Pollen_BL,_8_10_23,8_16_23,8_23_23,8_30_23,9_5_23,9_13_23,9_20_23,9_29_23,Weight (lb),Moisture (%),Test Weight (lb/bu),Harvest Sequence,Yield,Moisture_8_22_23,Moisture_8_29_23,Moisture_9_5_23,Moisture_9_12_23,Moisture_9_18_23,Moisture_9_25_23,Moisture_10_2_23,Moisture_10_10_23
622009,DKC48-95RIB,13,49,2,YES,98,98,0,,,10/25/23,5/11/23,7/24/23,7/22/23,167,74,93,0.164622835,0.143228399,0.661163849,0.144716959,0.15513649,0.1079744,0.089980934,0.058944331,30.52,18,56.2,158,204.8,62.42544732,53.09381238,50.2,41.2,39.20792079,34.26294821,32.53493014,29.82107356
622010,W10004_1047 X PH24E,13,47,2,NO,90.95,90.95,0,,10_8_23,10/8/23,5/11/23,7/25/23,7/26/23,150,75,75,0.128329395,0.12782552,0.482926777,0.109306827,0.112266892,0.081403282,0.074825486,0.049215448,29.83,18.5,54.7,114,198.9,70.3777336,58,48.60557769,44.64285714,39.8019802,37.8,33,27.83300199
622011,W10004_1047 X 3IIH6_PHK76_0020,13,45,2,NO,95.1,95.1,0,0.068022337,10_8_23,10/8/23,5/11/23,7/24/23,7/24/23,150,74,76,0.12242865,0.121418009,0.467329955,0.104660745,0.106974235,0.08029108,0.068022337,0.043025341,29.29,18.7,55.5,70,194.9,62.2,54.6,50.89463221,44.35643564,39.13043478,37.5,30.93812375,23.35329341
622012,W10004_0877 X W606S_PHN46_0132,13,43,2,NO,90.95,90.95,0,,10_17_23,10/17/23,5/11/23,7/29/23,7/28/23,159,79,80,0.117359332,0.122293544,0.481461363,0.097836888,0.115386233,0.086652454,0.08233428,0.044674492,29.49,19.2,52.8,26,195,76.54075547,61.8762475,51.09780439,42.54473161,39.52095808,38.41584158,33.06772908,30.01988072
622013,LH244 X PHN46_3IIH6_0008,14,43,2,NO,95.1,95.1,0,,10_8_23,10/8/23,5/11/23,7/28/23,7/28/23,150,78,72,0.081071195,0.094748925,0.420797648,0.084545848,0.105164534,0.080937615,0.086516471,0.059069917,22.94,20,56.3,28,150.2,69.32270916,56.74603175,45.72564612,45.90818363,42.8,39.96023857,33.86454183,31.61033797
622014,01DIB2 X PH24E,14,45,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/24/23,7/25/23,150,74,76,0.110657734,0.117505631,0.473892232,0.107245677,0.105770558,0.078823905,0.080069928,0.049054732,28.46,19,55.5,72,188.6,59.64214712,51.5936255,47.2,41.23505976,38.76739563,37,32.60437376,29
622015,LH225 X PH24E,14,47,2,NO,90.95,90.95,0,,10_8_23,10/8/23,5/11/23,7/25/23,7/27/23,150,75,75,0.116472031,0.12047595,0.518717144,0.120205245,0.117048273,0.084341002,0.087416721,0.049779568,27.17,18.1,55,116,182.1,68,55.0695825,47.91252485,41.71656687,38.24701195,35.85657371,34.45544554,26.74650699
622016,PHTE7 X LH244,14,49,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/26/23,7/30/23,150,76,74,0.096885518,0.093595203,0.453994694,0.09844221,0.108841047,0.076357397,0.068069131,0.044609022,30.63,18.7,55.9,160,203.8,68.46307385,58.6,43.93638171,43.4,41.31736527,37.4501992,34.59244533,28.88446215
622017,4676A X PH24E,14,51,2,NO,100.105,100.105,0,0.070671671,9_20_23,9/20/23,5/11/23,7/23/23,7/24/23,132,73,59,0.100496069,0.087786602,0.426628821,0.088872299,0.10111029,0.075676111,0.070671671,0.062833492,30.57,19.6,56.1,204,201.1,64,51.89620758,44.2,37.5249501,37.1031746,33.26693227,31.4,24.50199203
622018,PH54B X LH244,14,53,2,NO,95.1,95.1,0,,10_8_23,10/8/23,5/11/23,7/23/23,7/25/23,150,73,77,0.110680561,0.095860361,0.428837546,0.100576609,0.100465391,0.075248157,0.066748886,0.047472829,26.03,18.1,57,248,174.4,60,48.30339321,49.20634921,39.6,37.17693837,36.12774451,31.33732535,21.51394422
622019,DKC55-54RIB,15,53,2,YES,105,105,0,,10_17_23,10/17/23,5/11/23,7/28/23,7/28/23,159,78,81,0.160611508,0.149151455,0.73163465,0.150202417,0.158998939,0.132802578,0.1169347,0.095299519,34.79,18.7,56.2,250,231.4,67.1314741,58.28343313,40.4,44.51097804,43,38.8,35.32934132,29.6222664
622020,W10004_0444 X W10005_0331,15,51,2,NO,95.1,95.1,0,0.047803305,9_29_23,9/29/23,5/11/23,7/17/23,7/18/23,141,67,74,0.108830173,0.10270326,0.445855733,0.098599132,0.106367964,0.080945796,0.066873776,0.047803305,26.03,18.8,56.6,206,173,61.03379722,49.8,44.8,36.9261477,34,31.93612774,26.6,23.4
622021,DKC43-75RIB,15,49,2,YES,93,93,0,,10_8_23,10/8/23,5/11/23,7/24/23,7/25/23,150,74,76,0.131453648,0.132613564,0.596432157,0.133588825,0.138088927,0.095653165,0.084091164,0.05045903,27.66,16.3,56.3,162,189.4,59.68063872,54.09181637,43.91217565,40.51896208,38,33.46613546,25.6,19.32270916
622022,LH220Ht X PH24E,15,47,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/23/23,7/24/23,150,73,77,0.108212836,0.118921761,0.507108085,0.103859798,0.111527609,0.084847894,0.075953464,0.058495874,28.52,18.8,55.5,118,189.5,61.35458167,51.09780439,40.31936128,38.84462151,37.7245509,34.39363817,30.87649402,23.90438247
622023,DKC37-86RIB,15,45,2,YES,87,87,0,0.055113506,9_20_23,9/20/23,5/11/23,7/17/23,7/18/23,132,67,65,0.116607628,0.105540458,0.460513251,0.090562573,0.094191334,0.070524405,0.055113506,0.034650233,24.81,16.6,55.9,74,169.3,55.88822355,52.28628231,43.8247012,36.72654691,33.06772908,29.8,22.8,16.2
622024,W10004_0444 X PHK76_LH82_0114,15,43,2,NO,95.1,95.1,0,0.041769385,9_29_23,9/29/23,5/11/23,7/25/23,7/25/23,141,75,66,0.123037927,0.118968449,0.502493124,0.108732487,0.110766146,0.086554748,0.075012892,0.041769385,25.2,17.5,55.1,30,170.1,64.47105788,53.87673956,48.2,39.44223108,37.6,35.12974052,30.33932136,24.9500998
622025,W10004_0026 X PHN46_3IIH6_0008,16,43,2,NO,90.95,90.95,0,0.078728104,9_20_23,9/20/23,5/11/23,7/27/23,7/27/23,132,77,55,0.116010862,0.118118569,0.472392583,0.095790822,0.115118261,0.087117099,0.078728104,0.019473223,28.89,20.4,54.8,32,188.2,65,55.2,46.6,42.1471173,40.7554672,37.4501992,29.4,20.75848303
622026,LH206 X PHP02,16,45,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/25/23,7/26/23,150,75,75,0.112048884,0.115109991,0.446988998,0.102330521,0.1030128,0.081450178,0.074733105,0.051407287,30.04,18.4,56.4,76,200.6,64.8111332,55.97609562,40.2,42.11576846,40.35785288,37.3253493,34.19483101,28.48605578
622027,W10004_0444 X LH82_PHP02_0170,16,47,2,NO,95.1,95.1,0,0.071209076,9_20_23,9/20/23,5/11/23,7/21/23,7/23/23,132,71,61,0.111737057,0.113969011,0.446853627,0.099009113,0.103378425,0.080011241,0.071209076,0.045195602,19.65,17.7,55.5,120,132.3,63.67265469,50.89820359,51.89620758,35.78528827,34.73053892,30,28.34331337,23.35329341
622028,LH166 X LH244,16,49,2,NO,100.105,100.105,0,,10_17_23,10/17/23,5/11/23,7/24/23,7/27/23,159,74,85,0.119821245,0.121033676,0.54286379,0.121752146,0.121873961,0.100348826,0.092529962,0.080327205,18.35,18.3,54.1,164,122.7,72.56461233,60.67864271,50.79681275,44.62151394,42.71457086,37.28813559,36.25498008,34.39363817
622029,PHGG7 X LH244,16,51,2,,100.105,100.105,0,,,10/25/23,5/12/23,8/1/23,7/31/23,166,81,85,0.108983667,0.112815058,0.498455262,0.10616223,0.113119693,0.090449974,0.084643072,0.076875872,31.07,23.5,53.2,208,194.5,76.14314115,59.2,48.00796813,45.41832669,41.35188867,39.72055888,36.4,32.8
622030,W10004_1078 X PHN46_3IIH6_0008,16,53,2,NO,90.95,90.95,0,0.041501853,9_29_23,9/29/23,5/11/23,7/26/23,7/25/23,141,76,65,0.120061294,0.120673319,0.53548706,0.116910686,0.121562273,0.095881727,0.081279289,0.041501853,31.23,17.3,54.1,252,211.3,64.54183267,57.08582834,43.93638171,41.83266932,39.3638171,37.3253493,31.93612774,24.70119522
622031,LH143 (Maintainer) X PHP02,17,53,2,NO,95.1,95.1,0,0.039086774,9_29_23,9/29/23,5/11/23,7/23/23,7/26/23,141,73,68,0.09688543,0.09087373,0.430231526,0.105109234,0.092443134,0.065687306,0.05604339,0.039086774,23.71,18.9,57.8,254,157.3,66.73306773,51.09780439,41,39.6,38.36978131,34.4,28.48605578,24.00793651
622032,DKC35-88RIB,17,51,2,YES,85,85,0,0.034933658,9_29_23,9/29/23,5/11/23,7/20/23,7/20/23,141,70,71,0.103621852,0.106089806,0.499038895,0.115255457,0.104731447,0.067516186,0.050047298,0.034933658,25.03,18.1,56.8,210,167.7,58.05168986,46.4,50.59760956,37.4,35.2,29.02584493,23.26043738,18.8
622033,LH204 X PH24E,17,49,2,NO,90.95,90.95,0,,10_17_23,10/17/23,5/11/23,7/26/23,7/28/23,159,76,83,0.107997611,0.109275072,0.531532797,0.11682014,0.117904881,0.091590481,0.091512835,0.082042603,35.44,18.8,51.8,166,235.5,72.4,60.6,49.9001996,45.2,44.71057884,42,35.72854291,34.26294821
622034,LH244 X 3IIH6_PHP02_0087,17,47,2,NO,95.1,95.1,0,,10_17_23,10/17/23,5/11/23,7/28/23,7/28/23,159,78,81,0.098059748,0.10963654,0.455486099,0.092043776,0.111718339,0.08123023,0.090066597,0.067528537,34.92,17.7,55,122,235.2,66.73306773,58.8,45.21912351,44.64285714,43.8,37.9241517,33.8,29.6812749
622035,PHN66 X PH24E,17,45,2,NO,95.1,95.1,0,0.060110246,9_29_23,9/29/23,5/11/23,7/23/23,7/25/23,141,73,68,0.101787431,0.110103396,0.429572287,0.09285717,0.096347387,0.07438216,0.077960091,0.060110246,33.52,18.2,55.8,78,224.4,62.027833,54.38247012,50.29821074,42.4,40.87301587,37.972167,31.13772455,25.1497006
622036,PHPR5 X PH24E,17,43,2,NO,95.1,95.1,0,,10_17_23,10/17/23,5/11/23,7/27/23,7/27/23,159,77,82,0.097680161,0.114072751,0.465805665,0.108601468,0.116279663,0.094655525,0.10218687,0.081025121,28.06,19.2,56.1,34,185.5,65.66866267,57.37051793,50.19920319,43.8,39.8,40.23904382,36.05577689,31.8
622037,W10004_1047 X PHK76_LH82_0036,18,43,2,NO,90.95,90.95,0,0.017694144,9_29_23,9/29/23,5/11/23,7/24/23,7/25/23,141,74,67,0.111462548,0.111578978,0.500452447,0.092570023,0.115383935,0.07254268,0.046702173,0.017694144,29.07,20.7,54.7,36,188.6,63.94422311,55.08982036,47.2,39.24302789,37.7245509,36.2,29.6,26.89243028
622038,PHT69 X PHP02,18,45,2,NO,95.1,95.1,0,0.032077726,9_29_23,9/29/23,5/11/23,7/20/23,7/22/23,141,70,71,0.090913839,0.088970648,0.388720641,0.087240317,0.082121594,0.058674184,0.055012211,0.032077726,26.7,18.3,55.1,80,178.5,61.67664671,50.69860279,42,39.64143426,37.05179283,34.6,30.2,23.5059761
622039,DKC52-35RIB,18,47,2,YES,102,102,0,,10_8_23,10/8/23,5/11/23,7/26/23,7/26/23,150,76,74,0.150926841,0.140439872,0.662852514,0.13926483,0.141793779,0.10941101,0.099318983,0.065146663,35.22,18.2,56.3,124,235.7,66.33466135,52.09580838,43.91217565,41.11776447,40.83665339,38.32335329,33.26693227,27.43538767
622040,W10004_1047 X PHK76_LH82_0158,18,49,2,NO,90.95,90.95,0,0.032187455,9_29_23,9/29/23,5/11/23,7/26/23,7/26/23,141,76,65,0.129876043,0.130879277,0.528283391,0.12291842,0.110390044,0.069009527,0.043566381,0.032187455,26.42,18.1,55.9,168,177.1,63.94422311,59.08183633,47.8,42.11576846,40,37.3253493,30.95238095,28.14371257
622041,DKC51-20RIB,18,51,2,YES,101,101,0,,10_8_23,10/8/23,5/11/23,7/24/23,7/26/23,150,74,76,0.143663456,0.124832903,0.59508674,0.136293364,0.13657069,0.095454203,0.076676571,0.0509697,35.52,17.3,56,212,240.4,63.22067594,54.07554672,45.81673307,42.37623762,39.44223108,36.8,30.2970297,24.35129741
622042,FBLA X PH24E,18,53,2,NO,95.1,95.1,0,0.081394393,9_20_23,9/20/23,5/11/23,7/24/23,7/25/23,132,74,58,0.133601559,0.119484137,0.516060268,0.109962481,0.116184199,0.083645686,0.081394393,0.067976513,27.45,17.1,55.9,256,186.2,60.6361829,52.29540918,47.81746032,39.6,36.2,35.8,32.20675944,25.6
622043,DKC29-89RIB,19,53,2,YES,79,79,0,0.058632229,9_13_23,9/13/23,5/11/23,7/14/23,7/15/23,125,64,61,0.10876239,0.106491824,0.475979209,0.098569113,0.09251421,0.058632229,0.042711692,0.018117855,22.58,15.6,56.2,258,155.9,58.76494024,45.03968254,42.91417166,30.21868787,29.10891089,22.06759443,21.11553785,15.53784861
622044,LH149 X PHP02,19,51,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/19/23,7/20/23,150,69,81,0.107360905,0.097591331,0.453844239,0.091734321,0.10007934,0.064739771,0.054991897,0.034845912,29.42,17.8,55.4,214,197.9,62.027833,53.08151093,45.72564612,41.23505976,38.44621514,37.64940239,33,27.94411178
622045,LH202 X PHP02,19,49,2,NO,100.105,100.105,0,,10_17_23,10/17/23,5/11/23,7/23/23,7/24/23,159,73,86,0.132503275,0.124446199,0.488891832,0.105791616,0.108938019,0.078027585,0.065337237,0.051768691,26.95,19.9,56.7,170,176.6,63.27345309,53.89221557,46.4,41.2,39.12175649,38.4,33.39960239,29.94011976
622046,LH146Ht X PH24E,19,47,2,NO,90.95,90.95,0,,10_8_23,10/8/23,5/11/23,7/24/23,7/27/23,150,74,76,0.124488823,0.129370178,0.49396867,0.121809513,0.109806173,0.082341083,0.077093683,0.050811811,27.32,18.4,56.5,126,182.4,65.4,56.8,46.8,41.4,40.35785288,35.72854291,31.21272366,24.2
622047,3AZA1 X PHP02,19,45,2,NO,90.95,90.95,0,,10_8_23,10/8/23,5/11/23,7/19/23,7/21/23,150,69,81,0.095779437,0.103427373,0.442179566,0.083839305,0.082700916,0.065055237,0.063398159,0.035894991,24.35,18.2,56.9,82,163,59.92063492,49.500998,41.83266932,39,38.44621514,35.25896414,27.38095238,24.6
622048,PHVA9 X PH24E,19,43,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/24/23,7/26/23,150,74,76,0.116032575,0.112272033,0.462889322,0.091522516,0.110940216,0.091031108,0.09664694,0.050530536,29.95,19.3,54.6,38,197.8,64.47105788,54.89021956,47.80876494,43.33996024,42,39.12175649,36.45418327,33.2
622049,W10004_0738 X PH24E,20,43,2,NO,90.95,90.95,0,,10_17_23,10/17/23,5/11/23,7/23/23,7/26/23,159,73,86,0.13498219,0.122325915,0.496723876,0.101080348,0.116995146,0.086853689,0.090439043,0.065989759,27,19.1,53.9,40,178.7,62.82306163,55.0695825,48.60557769,40.23904382,41.11776447,36.65338645,32.73453094,29.8
622050,DKC58-35RIB,20,45,2,YES,108,108,0,,10_8_23,10/8/23,5/11/23,7/28/23,7/28/23,150,78,72,0.177234569,0.17981547,0.746028013,0.168984682,0.169818141,0.134327884,0.139569857,0.109000957,33.82,18.9,55.9,84,224.4,67.39562624,54.69061876,49.40239044,42.43027888,43,38.01980198,34.39363817,29.6812749
622051,ZS01459 X PH24E,20,47,2,NO,95.1,95.1,0,0.092521399,9_13_23,9/13/23,5/11/23,7/25/23,7/26/23,125,75,50,0.139730321,0.127641615,0.544014665,0.123701115,0.122397484,0.097217678,0.092521399,0.051438832,24.1,19.9,55.1,128,158,64.68253968,51.79282869,44,38.44621514,39.3638171,34.79125249,29.8,27.34530938
622052,DKC48-12RIB,20,49,2,,98,98,0,,9_29_23,9/29/23,5/11/23,7/23/23,7/24/23,141,73,68,0.157011512,0.140928371,0.631629511,0.140986213,0.153857395,0.113214327,0.099737917,0.061115096,27.03,16.5,55,172,184.7,64.67065868,56.66003976,50.49701789,42.46031746,41,35.92814371,27.6,21.47117296
622053,DKC40-45RIB,20,51,2,YES,90,90,0,,10_8_23,10/8/23,5/11/23,7/23/23,7/23/23,150,73,77,0.144389809,0.153479414,0.588259159,0.127577364,0.132317904,0.091490193,0.067968821,0.035945965,26.97,16.7,56.3,216,183.8,57,49.10536779,43.8,37.1257485,34.73053892,27.14570858,25,18.8
622054,DKC45-95RIB,20,53,2,YES,95,95,0,,10_8_23,10/8/23,5/11/23,7/25/23,7/26/23,150,75,75,0.156920691,0.156331823,0.646793611,0.143943453,0.145708009,0.109434676,0.092369005,0.054404452,30.34,16.3,56.7,260,207.8,62.6,54.07554672,45.63492063,41.11776447,40.48096192,36.45418327,29.6812749,21.11553785
622055,FBLL X PH24E,21,53,2,NO,95.1,95.1,0,,10_17_23,10/17/23,5/11/23,7/24/23,7/26/23,159,74,85,0.154111347,0.14081339,0.595803441,0.136201098,0.135731021,0.105321436,0.099309671,0.078033154,26.31,19.2,53.9,262,173.9,67.79324056,59.64214712,51.8,43.2,43.6,40.11976048,38.1237525,33.00198807
622056,DKC26-40RIB,21,51,2,YES,76,76,0,0.054921672,9_13_23,9/13/23,5/11/23,7/14/23,7/15/23,125,64,61,0.107266773,0.094790567,0.393962704,0.083063231,0.081300112,0.054921672,0.0422894,0.032683853,16.96,17.6,59.6,218,114.4,44.31137725,38.56858847,32.6,29.6222664,28.76984127,23.35329341,18.88667992,14.54183267
622057,W10004_0026 X PH24E,21,49,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/25/23,7/26/23,150,75,75,0.135985051,0.117030838,0.514058196,0.116756357,0.129867298,0.094376341,0.091325814,0.056565153,32.36,18.2,55.6,174,216.6,65.6,55,45.72564612,39.4,40.67460317,37.9241517,32.6,27.54491018
622058,LH244 X 3IIH6_PHP02_0107,21,47,2,NO,95.1,95.1,0,,10_8_23,10/8/23,5/11/23,7/28/23,7/27/23,150,78,72,0.115681052,0.12008986,0.479584623,0.107075517,0.120775358,0.091028584,0.093000209,0.069287354,31.22,18.9,55.2,130,207.2,68.4,58.56573705,53.87673956,45.92445328,44.11177645,39.76143141,35.25896414,29.08366534
622059,LH228 X PH24E,21,45,2,NO,100.105,100.105,0,,10_8_23,10/8/23,5/11/23,7/26/23,7/27/23,150,76,74,0.1127803,0.119454811,0.463955706,0.099651131,0.109119614,0.084517526,0.092161145,0.0722911,33.25,18.9,55.4,86,220.6,68.38966203,59.48103792,50.1984127,44.02390438,42.31536926,39.2,35.1888668,29.6
622060,W10004_0877 X PH24E,21,43,2,NO,90.95,90.95,0,,10_8_23,10/8/23,5/11/23,7/26/23,7/27/23,150,76,74,0.118141826,0.111170475,0.461920011,0.100123897,0.108555338,0.079071264,0.095466281,0.054455838,27.8,17.9,57.7,42,186.8,73.35984095,59.48103792,53.89221557,42.03187251,41.63346614,39.84063745,34.66135458,33.00198807
